LINK ID,Final_Capacity
1013675,23.239741244218127
1013676,20.117069686856134
1013677,210.588089488097
1013678,185.97825485430903
1013679,1044.1114633882587
1013680,1197.6699527517221
1013681,16.885031661698623
1013682,580.5323095360271
1013683,686.4237977368304
1013684,42.9473283359214
1013685,51.47823740094111
1013686,190.92722960787583
1013687,50.00860035817281
1013688,288.22839489173043
1013689,293.5218217423849
1013690,565.5579717593795
1013691,612.7652332708074
1013692,31.64488132551524
1013694,249.04641266283815
1013695,36.223155929386735
1013696,1899.8360195144571
1013697,6159.71873330896
1013698,2374.502198493948
1013699,2036.25448851437
1013700,892.8567624300834
1013701,1034.7697337683414
1013702,4482.033975688992
1013703,4251.468421846837
1013704,2923.956058768717
1013705,91.95100629977853
1013706,74.64376491811332
1013707,4646.005336374004
1013709,208.69860411989544
1013710,22.679039896539816
1013711,2421.9092261314518
1013712,2284.640980565465
1013721,36.85708661528155
1013722,5099.458399610831
1013723,4215.895789029668
1013724,5679.89368636665
1013727,254.02970495127428
1013728,273.3336742800198
1013729,2457.5124835230495
1013730,2554.176819955581
1013731,60.47770320335977
1013772,6.735609251234998
1013773,18.769575365225162
1013776,156.25203589161413
1013781,26.251487517665595
1013793,5812.639501549017
1013794,2219.014901645012
1013795,398.89398994183085
1013796,402.4723881937897
1013797,3580.0031970360933
1013798,3050.7660444068706
1013820,155.3450124777104
1013888,28.649799365673882
1013909,26.752328003699354
1013917,267.5879128139216
1013918,250.56177011436364
1013919,184.0684596455567
1013920,192.86341267311752
1013921,37.83022815576333
1013924,745.7099779070084
1013939,33.236353319451894
1013940,23.838823384329533
1013946,7500.4395869799155
1013947,1259.8311163440387
1013948,263.59456170408873
1013949,443.07440409970707
1013950,635.6415682749118
1013957,1697.692596633594
1013958,1389.5889301353568
1013959,27.005685115395472
1013960,915.805668786082
1013961,1019.7928986183566
1013962,1260.7490011760476
1013963,861.1945011360597
1013964,1562.8430334833265
1013965,474.78796740896337
1013966,698.6009503449424
1013967,5768.74916852274
1013968,6307.847151786384
1013985,53.08321049552014
1013986,29.24950122534097
1014014,1574.8961056534574
1014019,762.6787109602348
1014020,1208.6995497468797
1014021,1436.9271251956097
1014023,576.5904073398806
1014024,519.332923317946
1014025,596.6887895390421
1014026,134.76354557658823
1014027,4.293906698761109
1014029,1176.1612837536948
1014030,1318.7219084365836
1014031,2344.3699932460877
1014032,139.77130103645953
1014033,76.41207499604492
1014034,28.627659113474326
1014036,1677.9227109642038
1014038,1027.7236119186416
1014041,4200.662487654906
1014043,10.986865823702454
1014044,116.77953721466542
1014046,4315.4490691231495
1014047,3080.3007834488876
1014048,3229.137356121608
1014049,1253.1766895809872
1014050,1397.6267841891677
1014051,22839.24357239259
1014053,34206.963141903565
1014054,200.12671461547984
1014055,355.58435607839675
1014058,140.76875593948773
1014059,184.6210072842659
1014060,458.13634299343664
1014061,47.50990456434607
1014064,71.75460421212364
1014071,451.1020657747685
1014072,489.20217295093397
1014073,292.3419663244856
1014076,200.44213737914873
1014077,16.15125988232694
1014079,153.91484087986805
1014080,170.02461453061127
1014082,208.77600903581168
1014083,861.3059097262663
1014094,3039.594181864754
1014095,2906.239712930479
1014114,1849.8376985645427
1014145,565.4805869291675
1014147,126.60087916004609
1014150,952.2452941344096
1014155,81.9941600634729
1014156,807.9553026473303
1014157,733.7384972997633
1014158,94.47606119995521
1014159,116.47621035926694
1014160,23.43621094976208
1014161,73.45633784859467
1014162,28.39701992351383
1014163,1357.7010243304517
1014164,1426.4351140784393
1014165,116.1833692561834
1014166,172.30666013995963
1014167,28.645425500638787
1014168,128.2906589091291
1014169,65.5578031714291
1014170,15.339719034847707
1014171,3294.1936918499123
1014172,1442.5923219291785
1014173,1848.7735399861763
1014174,1460.9549526477244
1014175,1543.8053747651409
1014176,1279.7374871415166
1014177,3239.168580357696
1014178,3460.714798010546
1014179,5576.103327708003
1014180,1644.6497025706083
1014216,2662.468512943046
1014217,2248.675398628806
1014218,809.1895617594129
1014219,1147.4107991294966
1014239,3013.180704584813
1014248,115.23891440603491
1014252,534.1652993962542
1014259,1874.6855925719458
1014272,525.7143920733197
1014273,537.558404217406
1014274,187.14098961630407
1014275,207.43579932212475
1014276,149.469719794572
1014277,1941.230679347581
1014278,1825.3393879667879
1014282,91.7201769508404
1014283,33.87298537377188
1014289,144.72574388405022
1014290,156.19742327415852
1014293,371.1460021574027
1014294,1633.8088007455879
1014295,38.45666343394585
1014296,29.781155507032373
1014298,21.473193302121324
1014299,41.66005157964535
1014300,214.90108238214214
1014301,13.627500762078173
1014302,13.958561655527086
1014303,44.9481091078042
1014370,146.24884838750333
1014371,30.822194939798155
1014372,13.181482578756235
1014373,169.84944231755298
1014374,665.2501018220013
1014375,85.1894802363945
1014376,4575.244363411673
1014383,6884.075113754772
1014384,6957.055868744475
1014385,768.5562336536073
1014386,2176.7900611930295
1014387,2627.4490988930615
1014388,29959.39497070865
1014390,911.8933565427046
1014391,990.5981709195928
1014392,90615.71810904637
1014394,699.7232678763755
1014395,184.19789744193218
1014396,106.0928319761518
1014398,18440.807923670367
1014401,1542.4892564704378
1014402,400.02974254356445
1014403,865.6483199038947
1014404,71.18944921541548
1014405,1155.9471591736178
1014407,1227.8072979847602
1014410,723.6115061735102
1014411,708.6566201365024
1014412,1337.9858894881593
1014413,358.91212459459155
1014414,475.9148271468155
1014415,641.5883039733686
1014416,148.1403870830127
1014417,817.4899180145729
1014418,482.08286458634416
1014419,697.289517288059
1014420,1147.4990621757074
1014422,4006.2329253278813
1014425,393.0307841211399
1014426,323.0211589380856
1014453,119.09256584611715
1014454,184.8431610969854
1014455,52.92531115134314
1014456,257.3940088633583
1014457,41.199843737900714
1014458,113.25564336270101
1014459,251.50870961727335
1014460,4617.970189710613
1014461,5927.942237689724
1014465,438.0423967727154
1014466,1145.5296086143153
1014468,2630.160040620253
1014469,1408.6975858085057
1014470,818.175915346175
1014471,3533.0824713752136
1014472,3114.0656273303875
1014475,517.2550611977008
1014476,96.23606145104546
1014477,89.02819959261697
1014484,33.60358984920968
1014485,6670.618760823374
1014486,2606.7501844717253
1014487,111.38415683642286
1014488,122.00379320175155
1014489,1259.7960328611912
1014491,63.15708262249979
1014492,135.71912570503804
1014496,8.272838033677713
1014497,32.186372451950774
1014500,720.022485966378
1014501,1455.2662664100162
1014503,553.2062512843298
1014505,510.5182281605599
1014506,96.62208582552968
1014507,104.23301204452336
1014511,108.31685516175064
1014513,81.76451784348882
1014514,45.93374007610567
1014516,1077.5333314532036
1014517,7.112923828223941
1014518,1043.9037317421016
1014519,194.4920940586989
1014520,323.6820641899543
1014521,38.453578937928
1014574,1157.1055889548977
1014576,951.1281203769232
1014577,2843.7919190868797
1014793,1703.363374817869
1014794,755.5537179552805
1014860,2287.1266895005833
1014861,973.0830643749745
1014920,1072.6915608443996
1014921,679.7978916609867
1014936,1083.7976741194773
1014937,1130.2545761919869
1015081,3376.546642031216
1015088,166.1877495054904
1015089,317.7063059145233
1015090,230.79733557100846
1015091,239.44845341598128
1015094,484.5655653043689
1015095,20571.167478118114
1015096,1473.3576986811927
1015097,345.9275010438649
1015098,2278.750905248891
1015099,6848.853429541103
1015100,1216.891776020709
1015107,35528.57749087815
1015108,474.50235096662703
1015109,133.7431017679486
1015110,860.9831394116509
1015111,177.5775030112444
1015112,87.5152632154384
1015113,521.3971513752842
1015118,160.73611748440132
1016585,1444.2961464380062
1016586,1095.536241460814
1016587,6503.492614417831
1016588,4294.306086978346
1016589,508.76957016186725
1016591,468.09722631658485
1016592,533.9180423227245
1016593,948.9255267101116
1016594,950.2677672836376
1016595,382.86887190859125
1016596,343.3306608115173
1016597,153.3374169798282
1016598,179.31309171229321
1016603,812.0947072025905
1016604,1520.6422270590713
1016605,2268.8945737558884
1016606,1630.7302254494928
1016607,1158.9591611077103
1016608,1442.8138735115738
1016609,1535.8965674752983
1016610,110.29081574012561
1016611,270.64342125826425
1016612,268.8530294470663
1016613,1042.8804698808387
1016614,1148.1553722255708
1016615,1087.7689676879188
1016616,1155.9084984054205
1016617,2225.873903558821
1016618,1970.6189296247546
1016619,185.24331851585066
1016620,167.968501820836
1016621,27.498374406963077
1016622,4509.45823404049
1016623,39.94194787304528
1016624,30.840949540674234
1016625,84.68339684211674
1016627,815.3999029273147
1016628,487.0014085304565
1016630,968.0882001730423
1016631,1129.3168571513195
1016632,539.0472501865297
1016637,455.5153636241648
1016639,1406.0615724129668
1016640,64.41428154043544
1016641,2092.5928188447747
1016642,25.25973306932745
