level5.5_link_id,lat,lon
8891093.0,37.49347400229689,126.87207038892467
8891094.0,37.49345964711109,126.87195871210801
8891095.0,37.4927026590828,126.87217398247185
8891096.0,37.492755012606416,126.87226511618779
8891101.0,37.55747038942209,126.80672518381247
8891102.0,37.55748235310046,126.80683743846419
8891107.0,37.50609151481773,126.82022268589844
8891153.0,37.475848540335186,126.8810737218293
8891154.0,37.49839333412353,126.98897546533742
8891155.0,37.49272598446362,126.943787341834
8891158.0,37.54730610333676,126.88740585752508
8891161.0,37.586969068699574,126.96934112604185
8892051.0,37.49931495965195,127.01226555776375
8892052.0,37.49933843717758,127.01237470670279
8892054.0,37.49681251735492,127.00533710505961
8892055.0,37.49684467598754,127.00544341807327
8892058.0,37.445590145252716,127.09225224017776
8892059.0,37.57567262349779,127.06753092374639
8892060.0,37.5432774510171,127.0606103130668
8892061.0,37.52495610070736,127.02390303180051
8892062.0,37.52487854689914,127.02396083205261
8892063.0,37.503554441275924,127.10208635383225
8892064.0,37.50450176285385,127.01393006511259
8892065.0,37.50441468005638,127.0139100966264
8892091.0,37.553255577623716,127.1771674703489
8892095.0,37.550789054172256,127.17766145122124
8900886.0,37.54910203780056,127.17931404747358
8892097.0,37.5520770325221,127.17848332784912
8892999.0,37.60891949003465,127.00974390702592
8893000.0,37.608960205032915,127.00984431850927
8893001.0,37.587029561075134,126.96942916574072
8893002.0,37.606192866672146,127.07856780401242
8893003.0,37.60884327520239,127.07639922563418
8893004.0,37.60620598740196,127.07867989194014
8893005.0,37.60879766853051,127.07651561603674
8893006.0,37.57629427755947,127.08567934514603
8893007.0,37.575700432816646,127.06742329236377
8893008.0,37.57627897548335,127.0857993561872
8893009.0,37.54319302197663,127.06057067525457
8893010.0,37.531475980955136,126.855569610952
8893011.0,37.53138642454243,126.85558267276791
8893013.0,37.504176485796236,126.85325377988629
8893014.0,37.50409631919947,126.8533056335741
8893018.0,37.5537838370496,126.84396547003249
8893019.0,37.55368811877562,126.84395105436082
8893020.0,37.504533664167475,127.09710516488111
8893021.0,37.503469315539384,127.10211952839711
8893022.0,37.50452871356659,127.09721813822205
8893025.0,37.498096905217345,126.98869266996068
8893026.0,37.492202754681024,126.98866917551425
8893027.0,37.49212227175762,126.98872010926732
8893028.0,37.49448547715384,126.92744577495392
8893029.0,37.494499261519934,126.92755992578957
8893030.0,37.481781168011324,126.92992532646605
8893031.0,37.48179415050535,126.93003734472123
8893032.0,37.47698106698345,126.88488972432313
8893033.0,37.477009966698176,126.88499684937032
8893034.0,37.47649310229686,126.88322589875331
8893035.0,37.47652325214672,126.88333247923882
8893036.0,37.47609532266268,126.88229705875631
8893037.0,37.47593592514176,126.88104600425575
8893038.0,37.49042613966136,126.89563487329347
8893148.0,37.57121332238107,126.77356697282706
8893436.0,37.45533273456987,127.00827989904157
8893482.0,37.465815597984374,127.02615330901709
8893483.0,37.46587430025886,127.02606654223177
8893796.0,37.67759589956692,126.9569828585437
8893857.0,37.566599555077566,127.1823889647697
8893889.0,37.61474093750829,127.0300671409209
8893890.0,37.614725014942216,127.02995479186458
8893928.0,37.57597756124064,127.08909331070737
8893929.0,37.576001782377276,127.0889798435599
8893930.0,37.571551970707006,126.90821855444489
8893931.0,37.57148920511226,126.90813336679551
8893973.0,37.49236969845052,126.83530323307241
8893974.0,37.54015729570394,126.84145804583856
8893978.0,37.473718060209954,126.88633218799258
8893995.0,37.5125258387533,127.00796561303166
8893998.0,37.49245020857893,126.83525155217154
8893999.0,37.54020068416109,126.84155736951118
