최종_역사명,04-05시 승차일평균,04-05시 하차일평균,05-06시 승차일평균,05-06시 하차일평균,06-07시 승차일평균,06-07시 하차일평균,07-08시 승차일평균,07-08시 하차일평균,08-09시 승차일평균,08-09시 하차일평균,09-10시 승차일평균,09-10시 하차일평균,10-11시 승차일평균,10-11시 하차일평균,11-12시 승차일평균,11-12시 하차일평균,12-13시 승차일평균,12-13시 하차일평균,13-14시 승차일평균,13-14시 하차일평균,14-15시 승차일평균,14-15시 하차일평균,15-16시 승차일평균,15-16시 하차일평균,16-17시 승차일평균,16-17시 하차일평균,17-18시 승차일평균,17-18시 하차일평균,18-19시 승차일평균,18-19시 하차일평균,19-20시 승차일평균,19-20시 하차일평균,20-21시 승차일평균,20-21시 하차일평균,21-22시 승차일평균,21-22시 하차일평균,22-23시 승차일평균,22-23시 하차일평균,23-24시 승차일평균,23-24시 하차일평균,00-01시 승차일평균,00-01시 하차일평균,01-02시 승차일평균,01-02시 하차일평균,02-03시 승차일평균,02-03시 하차일평균,03-04시 승차일평균,03-04시 하차일평균,호선명,위도,경도
갈매,0.2691574532977507,0.010166476045240819,45.49650527385945,16.756639979667046,103.97814207650273,64.25085779641633,424.0673529037997,89.36307027576566,264.2432329393824,137.9613673910281,167.71660948023893,66.83619265472106,107.33562079044351,68.58609734400814,84.40411742279832,52.856271444910405,97.65866056678104,59.40170288473758,86.31287330029228,73.09797941288602,83.96467149574279,67.67975600457491,85.67823103316813,101.78904562206125,117.0331681280976,99.68738086160884,130.1669843690431,148.78027703647223,132.9177786249841,234.48239928834667,65.24412250603635,229.2380226204092,49.06290507052992,126.71571991358495,60.45825390773923,92.42343372728428,35.971533867073326,87.19252764010675,16.676833142711907,50.98004829076122,0.34845596645062904,17.62333206252383,0.000508323802262041,0.000508323802262041,0.0,0.0,0.0,0.0,경춘선,37.634118,127.114757
강남,7.08577964163172,0.24196212987673146,400.1702884737578,393.7483797178803,706.4587622315415,1859.930105477189,1428.4506290507054,5364.293302833905,2270.2315414919303,10727.61367391028,1920.0132164188587,10808.075486084635,1914.7035201423307,5343.765408565256,2551.734654975219,4175.185665268777,3231.7649002414537,4133.833269792858,4073.2019316304486,4926.317956538314,4261.527513025798,4324.490532469183,5125.839623840387,4079.531579616216,5876.746473503622,4258.169525988054,8041.032913966196,5233.360782818655,11348.691320371076,7160.846359130766,7719.137882831364,5113.509213368916,6145.269284534248,2495.450501969755,7393.821324183505,1947.9837336383275,7257.137882831364,1639.8124285169654,3137.5287838353033,1000.9376032532723,506.88880416825515,261.7598170034312,1.579362053628161,5.4848138264074215,0.19112974965052737,0.31922734782056167,0.01067479984750286,0.035836828059473885,2호선,37.496837,127.028104
강남구청,1.3259626382005338,0.030245266234591436,98.92082856779768,75.71457618502987,224.94649891981192,604.9477697293175,481.23675181090357,1530.3248189096455,684.5339941542763,5154.5957554962515,599.5971533867073,4380.19316304486,581.7692209937732,1873.5427627398653,692.9805566145635,1243.004956157072,793.1056042699199,1145.1981192019316,949.7826915745329,1235.782437412632,1102.1131020460034,1099.7745583936967,1330.8621171686364,1032.7309696276527,1484.628542381497,1057.1475409836066,2179.1937984496126,1152.9927563858178,4260.568306010929,1339.3994154276274,2562.8143347312234,947.8680899733131,1593.0906087177532,564.0142330664632,1526.9721692718263,461.0461303850553,1149.9550133434998,404.68445799974586,440.7571483034693,263.61951963400685,50.998602109543775,84.40869233701868,0.06481128478841021,0.22289998729190497,0.000508323802262041,0.021857923497267756,0.0002541619011310205,0.0,"7호선, 분당선",37.517179,127.041255
강동,2.0470199517092387,0.025416190113102047,353.85284025924517,42.08107764646079,707.5638581776591,428.9165078154785,2000.4717244884991,832.2447579107892,2488.531452535265,1405.1879527258864,1339.243614182234,828.597534629559,935.2263311729572,604.6618375905452,867.3595120091497,566.9830982335748,898.3634515186174,615.7026305756767,857.7697293175753,715.3015630956919,805.2512390392681,707.028084890075,841.0911170415555,787.2568306010928,939.5323421019189,908.9579362053628,1309.392553056297,1128.8834667683313,1455.2913966196465,1701.2809759817005,780.1875714830346,1485.2639471343246,534.8969373490913,971.1849027830729,446.892362434871,913.4505019697547,329.75549625111194,874.2706824247045,133.65535646206635,577.3295209048164,18.755623332062523,217.66272715719913,0.08209429406531961,0.8260261786758164,0.0012708095056551023,0.07167365611894777,0.0,0.0,5호선,37.535804,127.132481
강동구청,0.4452916507815478,0.009658152242978777,153.88410217308424,31.69780149955522,365.9468801626636,177.3806074469437,1049.2110814588893,465.1338162409455,1367.286059219723,1152.5060363451519,777.9664506290507,482.2406913203711,513.5928326343882,354.6613292667429,467.32596263820056,328.2615325962638,469.25174736307025,363.6324818909645,481.6421400432075,425.15516584064045,448.0386326089719,440.15122633117295,457.49904689287075,487.3246918286949,512.2770364722328,599.3823865802517,622.1296225695768,739.7735417460922,928.3771762612785,1118.7073325708477,393.37933663743803,924.7828186554835,279.74888804168256,570.8674545685601,253.95425085779644,525.6774685474647,177.8533485830474,500.3349853856907,67.15719913584954,266.19595882577204,9.8607192781802,81.67340195704665,0.055153132545431444,0.30956919557758295,0.0,0.001016647604524082,0.0,0.0,8호선,37.530341,127.120508
강매,0.02211208539839878,0.01194560935315796,59.71355953742534,8.027957809124413,190.92769093912824,30.23230397763375,560.8145888931249,39.454060236370566,515.0834921845216,102.90430804422418,238.70809505655103,44.75816495107383,163.3224043715847,42.86084635913076,134.9325200152497,49.807599440843816,126.15275130257974,58.65650019062143,111.7870123268522,72.97521921463972,91.82640742152752,85.30588384801118,87.38569068496632,107.40399034184775,93.41466514169527,147.2535264963782,95.98652941924006,196.79247680772653,111.00038124285169,310.7607065700852,46.46943703138899,331.40729444656245,31.042826280340577,210.0754860846359,27.013089337908248,176.6628542381497,16.932774177150847,175.52700470199517,8.068115389503113,106.71775320879401,0.3344770618884229,39.23675181090355,0.0012708095056551023,0.0210954377938747,0.0,0.0,0.0,0.0,경의선,37.612314,126.843223
강변(동서울터미널),2.6316679677335415,0.11132795559025067,652.171133662937,251.04198109116143,1998.9479139561106,2166.4616185271925,6220.563839014659,2529.2292479833463,9156.9667360569,3940.3911007025763,6664.2116835805355,3618.2058287795994,5399.88242692341,3397.454115708214,5085.939934079279,3425.8796946829734,4893.621866597276,3799.3979963570127,4830.666276346605,4353.986599011189,4517.929135224217,4734.69594067135,4582.35696938156,5373.140168271315,4813.149275739439,5921.366033480788,5373.574854714199,6738.744687310262,5722.2650706913,9047.351591638479,4755.357880128372,7692.752406973719,3936.0202532743515,5310.378393616098,3423.772963830341,4726.890580275826,2539.801110243733,4457.329300026022,1032.1360048573163,2466.9675600659207,140.16311041720877,585.4544626593806,0.986642380085003,7.677118570561193,0.033394049787492414,0.2546187874056727,0.0,0.012143290831815421,2호선,37.535095,127.094681
강일,0.0602086438152012,0.00894187779433681,80.64560357675111,21.630402384500744,252.7797317436662,100.94545454545455,735.4664679582712,152.52697466467959,679.7573770491803,235.24351713859912,421.5362146050671,108.59910581222057,320.4619970193741,101.16840536512667,259.29001490312965,110.56870342771983,250.70819672131148,161.84321907600597,231.34128166915053,153.80923994038747,194.59433681073025,182.61520119225037,214.49061102831595,234.32429210134129,254.33204172876304,268.83695976154996,245.4193740685544,388.80596125186287,249.5302533532042,541.7925484351713,106.21937406855439,526.9102831594635,74.42563338301044,313.5350223546945,57.039046199701936,284.3034277198212,43.957078986587184,262.28256333830103,14.59672131147541,169.75976154992549,3.189865871833085,43.74068554396423,0.006557377049180328,0.11624441132637854,0.0,0.0005961251862891207,0.0,0.0,5호선,37.55749,127.17593
강촌,0.15758037870123268,0.003812428516965307,5.289617486338798,1.0369805566145636,8.745711017918413,4.739865294192401,13.787774812555599,13.252001524971407,18.45571228872792,66.65192527640107,22.42012962256958,59.16660312619139,29.62943194815097,75.70110560426991,58.61405515313255,70.80594738848647,52.32964798576693,41.40170288473758,46.87736688270429,41.193035963909004,59.15897826915745,37.56029991104334,77.94688016266362,32.557377049180324,85.85919430677342,31.869869106620918,73.47413902655991,24.304994281357224,47.635277671876985,26.265345024780785,24.866946244757912,19.427373236751812,16.876350235099757,14.466895412377685,10.857542254416064,13.475918159867836,4.8758419112974964,11.599695005718642,1.7806582793239294,9.035709747108907,0.3814970135976617,1.456347693480747,0.000508323802262041,0.0,0.0,0.0,0.0,0.0,경춘선,37.805723,127.634146
개롱,0.14385563604015758,0.0035582666158342864,112.50908628796543,28.58050578218325,282.9309950438429,105.52878383530309,837.7618502986402,272.08387342737325,743.8963019443385,542.935061634261,430.30041936713684,298.28491549116785,344.5871139916126,208.74266107510485,321.64671495742783,205.55445418731733,349.2438683441352,233.59512009149827,323.08552547973056,268.7843436268903,280.4361418223408,286.68903291396623,302.75765662727156,323.513025797433,368.4196212987673,419.44973948405135,415.3648494090736,495.883593849282,462.7551150082603,655.2692845342483,235.13889947896809,674.5388232303978,172.06862371330539,385.55318337781165,153.71279705172194,341.89071038251365,117.04104714703266,378.5944846867455,34.508832126064306,213.6002033295209,3.4815097216927184,76.36497649002415,0.026432837717626126,0.22544160630321514,0.0,0.008641504638454697,0.000508323802262041,0.0007624857033930614,5호선,37.498079,127.13482
