apt_name,address,build_year,total_households,total_floor_area,prop_under_60,prop_60_to_85,prop_85_to_135,prop_over_135,latitude,longitude
번동주공5단지,서울특별시 강북구 오현로31길 141,1991,1123,55973.0,100.0,0.0,0.0,0.0,37.633145753,127.033892838
면목한신,서울특별시 중랑구 중랑천로 20,1987,1362,93503.0,74.3,25.7,0.0,0.0,37.587052522,127.074317755
번동주공2단지,서울특별시 강북구 한천로105길 24,1991,1766,89503.0,100.0,0.0,0.0,0.0,37.625696977,127.044693051
개포4차현대아파트,서울특별시 강남구 개포로110길 21,1987,142,14780.0,0.0,100.0,0.0,0.0,37.490936857,127.077334893
장미3차,서울특별시 송파구 올림픽로35길 94,1984,120,19331.0,0.0,0.0,100.0,0.0,37.518212714,127.103177711
워커힐푸르지오,서울특별시 광진구 아차산로78길 12,1987,200,26756.0,0.0,65.0,35.0,0.0,37.549872011,127.10927513
중계현대2차,서울특별시 노원구 중계로8길 103,1993,140,14997.0,0.0,100.0,0.0,0.0,37.648093536,127.084614411
극동강변아파트,서울특별시 동작구 매봉로 156,1992,123,13817.0,0.0,100.0,0.0,0.0,37.511641432,126.951985017
묵정아파트,서울특별시 중구 서애로1길 34,1981,122,7354.0,99.2,0.0,0.8,0.0,37.560705866,127.000070648
창동서울가든아파트,서울특별시 도봉구 해등로 32,1992,160,26749.0,0.0,0.0,50.0,50.0,37.646796059,127.044732251
청담아이파크아파트,서울특별시 강남구 영동대로142길 25,1992,108,20808.0,0.0,0.0,100.0,0.0,37.525076867,127.05548894
목동금호타운아파트,서울특별시 양천구 목동중앙남로3길 11,1995,103,12681.0,45.6,54.4,0.0,0.0,37.535931,126.867077
대림 우성2차,서울특별시 영등포구 도림로47길 1,1992,120,14183.0,0.0,100.0,0.0,0.0,37.495928,126.89981
대치1차현대아파트,서울특별시 강남구 영동대로57길 28,1990,120,13420.0,0.0,100.0,0.0,0.0,37.4997456,127.0651317
태흥아파트,서울특별시 관악구 호암로 541,1995,127,12813.0,86.6,13.4,0.0,0.0,37.46601,126.93104
문정현대아파트,서울특별시 송파구 송파대로20길 28,1993,120,12460.0,50.0,50.0,0.0,0.0,37.4858272,127.1262726
개포6차우성아파트,서울특별시 강남구 언주로 3,1987,270,22637.0,7.4,92.6,0.0,0.0,37.476763,127.05721
신림한양아파트,서울특별시 관악구 미성5길 33,1992,132,14551.0,0.0,100.0,0.0,0.0,37.4730334,126.9150426
